age_group,gender_id,income_bracket,household_size,commute_minutes,orders_per_week,order_windows,avg_spend_aed,tip_pct,fav_cuisines,spice_level,max_radius_km,diet_style,allergens,pack_sustain_score,traceability_interest,pay_premium_cn,liked_features,sub_bundle_yesno,jar_return_likely,mood_menu_value,chef_live_interest,group_cart_value,reorder_nudge_optin,nps,adoption_timing,max_wait_min,fav_discount,primary_concern,badge_influence
25-34,Woman,5-10k,4,25,2-3,Dinner 18-22;Lunch 11-14;Late night 22-02,38.21,0.7,Western-comfort;Indian,3,7.3,Pescatarian,Soy;None,4,5,Yes,Freshness alerts;AI meal-builder,Yes,3,5,2,3,Yes,2,Immediately,37,Free delivery,App ease,5
18-24,Man,35k+,3,55,2-3,Lunch 11-14;Snack 14-17;Late night 22-02,91.01,11.0,Asian-street,2,11.1,High-protein,None,3,2,Maybe,Freshness alerts;Community impact badges;Group cart & split pay;Chef livestreams & AR plating guides;Dynamic off-peak pricing,No,3,4,3,5,Yes,10,Within 1 month,41,Free delivery,Delivery speed,2
25-34,Man,5-10k,3,5,2-3,Dinner 18-22,64.25,4.5,Desserts / Bakery;Western-comfort,2,10.7,High-protein,None;Gluten,5,4,No,Chef livestreams & AR plating guides;AI meal-builder;Group cart & split pay,Yes,3,5,3,2,No,8,Within 1 month,17,Free dessert add-on,Other,1
45-54,Man,<5k,5,50,2-3,Lunch 11-14;Dinner 18-22,140.97,13.8,Western-comfort,3,9.9,Omnivore,None;Soy,3,4,No,Dynamic off-peak pricing;AI meal-builder,No,5,1,1,4,No,9,Within 1 month,56,Off-peak % discount,App ease,4
25-34,Woman,20-35k,3,50,2-3,Late night 22-02,62.42,5.6,Indian,3,12.7,Omnivore,None;Soy,2,5,Yes,Group cart & split pay;Mood-weather menu,Yes,3,4,4,4,Yes,9,1-3 months,35,Free delivery,Price,5
55+,Man,10-20k,1,34,2-3,Lunch 11-14;Dinner 18-22;Late night 22-02,52.65,12.9,Arab;Healthy bowls;Western-comfort,2,6.2,Omnivore,None;Dairy,3,3,Maybe,Reusable-pack rewards;AI meal-builder;Group cart & split pay;Mood-weather menu,Yes,4,5,2,3,Yes,10,Immediately,51,Free dessert add-on,Delivery speed,4
25-34,Man,5-10k,2,32,2-3,Lunch 11-14;Dinner 18-22,40.44,6.6,Asian-street,2,6.1,Omnivore,None;Nuts,4,4,Maybe,Freshness alerts;Mood-weather menu;Reusable-pack rewards;Community impact badges;AI meal-builder,Yes,3,4,3,3,Yes,3,After friends’ reviews,19,Off-peak % discount,Price,2
45-54,Woman,<5k,2,5,4-5,Dinner 18-22;Lunch 11-14,38.48,4.0,Desserts / Bakery;Asian-street;Indian,3,1.9,Low-carb,Gluten;Soy,4,5,Maybe,AI meal-builder;Dynamic off-peak pricing;Chef livestreams & AR plating guides;Community impact badges;Freshness alerts,Yes,4,4,5,3,Yes,6,Immediately,22,Loyalty points,Price,2
18-24,Woman,10-20k,1,15,2-3,Dinner 18-22;Lunch 11-14,49.87,10.3,Indian,2,5.6,Omnivore,Dairy,3,3,Yes,Community impact badges;Dynamic off-peak pricing,Yes,4,4,3,3,Yes,3,Not interested,47,Off-peak % discount,App ease,2
18-24,Man,10-20k,4,14,0-1,Dinner 18-22;Breakfast 6-10,59.96,8.0,Healthy bowls;Desserts / Bakery;Indian,1,7.0,Omnivore,None;Nuts,2,2,Yes,AI meal-builder;Reusable-pack rewards;Group cart & split pay,No,3,5,4,2,No,8,After friends’ reviews,43,Free dessert add-on,Delivery speed,3
25-34,Man,5-10k,4,16,2-3,Dinner 18-22;Breakfast 6-10,83.72,0.0,Healthy bowls,3,2.3,High-protein,Soy;Dairy,5,4,Maybe,Dynamic off-peak pricing;Reusable-pack rewards,Yes,3,4,3,3,Yes,6,Immediately,62,Free delivery,Other,5
35-44,Woman,<5k,3,43,2-3,Dinner 18-22,102.27,10.1,Western-comfort;Asian-street;Arab,1,8.3,Omnivore,None,5,2,Maybe,Community impact badges;Dynamic off-peak pricing;AI meal-builder,Yes,3,2,3,4,Yes,8,Within 1 month,30,Free delivery,Price,5
25-34,Woman,<5k,2,21,2-3,Late night 22-02,38.53,13.2,Western-comfort,2,1.0,Vegan,Nuts;None,4,4,Yes,Community impact badges;Reusable-pack rewards;Group cart & split pay,No,5,3,4,5,Yes,8,Within 1 month,51,Loyalty points,App ease,3
35-44,Man,20-35k,1,30,2-3,Lunch 11-14,61.77,5.6,Indian,3,8.7,Vegan,None;Eggs,4,4,Maybe,Freshness alerts;Chef livestreams & AR plating guides,Yes,4,4,3,3,Yes,7,Immediately,36,Free delivery,Quality trust,3
35-44,Man,10-20k,3,12,4-5,Dinner 18-22;Snack 14-17;Lunch 11-14,41.66,11.9,Western-comfort,1,5.6,Omnivore,None,1,3,Yes,Dynamic off-peak pricing;AI meal-builder,No,2,4,3,4,Yes,6,Immediately,50,Free delivery,Packaging waste,2
25-34,Woman,5-10k,7,83,2-3,Dinner 18-22;Snack 14-17;Lunch 11-14,88.87,12.9,Arab;Desserts / Bakery;Healthy bowls,1,2.6,Omnivore,Eggs;None,5,4,No,AI meal-builder;Mood-weather menu;Group cart & split pay;Freshness alerts;Reusable-pack rewards,Yes,3,4,3,4,Yes,6,Immediately,40,Free delivery,Packaging waste,5
25-34,Man,10-20k,2,45,0-1,Dinner 18-22;Breakfast 6-10;Late night 22-02,56.51,7.0,Asian-street;Arab;Indian,1,11.5,Omnivore,None,3,5,Maybe,Dynamic off-peak pricing;Community impact badges;Chef livestreams & AR plating guides;Freshness alerts,No,4,3,3,3,Yes,10,Immediately,29,Loyalty points,Price,4
25-34,Man,20-35k,3,57,4-5,Lunch 11-14,55.46,2.5,Healthy bowls;Indian;Asian-street,2,5.2,Omnivore,Eggs;Soy,4,5,No,Reusable-pack rewards;Group cart & split pay;Freshness alerts,No,5,3,3,3,Yes,7,Within 1 month,33,Off-peak % discount,Price,3
35-44,Non-binary,5-10k,4,50,2-3,Late night 22-02,53.98,8.3,Arab,2,7.5,Pescatarian,None,3,4,Yes,Group cart & split pay;AI meal-builder;Reusable-pack rewards;Mood-weather menu,Yes,4,2,3,4,No,9,Within 1 month,43,Loyalty points,Price,3
25-34,Woman,20-35k,3,25,4-5,Dinner 18-22;Lunch 11-14,83.98,10.0,Desserts / Bakery;Indian;Healthy bowls,3,5.9,Omnivore,None;Gluten,4,3,Yes,Chef livestreams & AR plating guides;Mood-weather menu;Freshness alerts,Yes,3,3,4,5,No,6,After friends’ reviews,30,Free dessert add-on,Price,3
35-44,Non-binary,20-35k,4,64,2-3,Dinner 18-22;Snack 14-17;Breakfast 6-10,107.26,7.3,Healthy bowls;Arab,2,3.0,Omnivore,Eggs,3,4,Yes,Reusable-pack rewards;Dynamic off-peak pricing;Community impact badges,Yes,5,4,2,4,Yes,5,Within 1 month,24,Off-peak % discount,Price,5
35-44,Woman,10-20k,3,5,6+,Lunch 11-14,40.32,3.4,Healthy bowls,3,1.2,Omnivore,Gluten,4,2,Yes,AI meal-builder;Reusable-pack rewards;Mood-weather menu;Dynamic off-peak pricing;Chef livestreams & AR plating guides,Yes,2,2,1,4,Yes,10,Immediately,44,Loyalty points,Quality trust,3
35-44,Woman,10-20k,2,39,4-5,Lunch 11-14,58.75,8.8,Desserts / Bakery;Asian-street;Healthy bowls,3,5.3,Vegetarian,None;Dairy,3,4,Yes,Community impact badges;Group cart & split pay;Reusable-pack rewards,No,3,1,3,5,No,9,1-3 months,48,Loyalty points,Price,5
35-44,Woman,35k+,4,5,2-3,Snack 14-17,65.45,7.9,Arab,1,5.8,Low-carb,Eggs;Nuts,4,5,No,Freshness alerts;Reusable-pack rewards;Chef livestreams & AR plating guides;AI meal-builder,No,2,3,4,4,No,4,1-3 months,24,Off-peak % discount,Packaging waste,3
25-34,Non-binary,5-10k,1,55,4-5,Late night 22-02,46.15,8.7,Desserts / Bakery,3,9.8,Vegetarian,None;Seafood,5,4,Maybe,Reusable-pack rewards;Mood-weather menu,Yes,3,5,5,4,No,7,1-3 months,47,Free delivery,App ease,4
25-34,Woman,20-35k,3,58,4-5,Dinner 18-22;Lunch 11-14,49.16,8.8,Western-comfort,2,6.9,Omnivore,None;Nuts,4,4,Yes,Community impact badges;AI meal-builder,No,4,3,3,4,Yes,6,Within 1 month,61,Free delivery,Price,3
25-34,Man,10-20k,5,11,2-3,Lunch 11-14;Snack 14-17;Dinner 18-22,45.9,9.8,Asian-street;Indian,3,3.6,Vegetarian,None,3,2,Yes,Community impact badges;Group cart & split pay;Mood-weather menu;AI meal-builder;Dynamic off-peak pricing,Yes,4,4,3,4,Yes,5,Immediately,54,Free dessert add-on,Delivery speed,4
18-24,Woman,10-20k,4,29,6+,Dinner 18-22;Breakfast 6-10;Lunch 11-14,56.67,0.0,Indian;Arab;Asian-street,2,13.1,Omnivore,Nuts,4,4,No,Mood-weather menu;Freshness alerts;Community impact badges;AI meal-builder,No,3,4,3,4,No,8,Within 1 month,53,Loyalty points,Delivery speed,5
45-54,Woman,10-20k,1,15,2-3,Dinner 18-22;Lunch 11-14;Snack 14-17,69.59,8.5,Indian;Asian-street,3,7.6,Omnivore,None;Soy,2,2,Yes,Group cart & split pay;Chef livestreams & AR plating guides;Dynamic off-peak pricing;Community impact badges;Freshness alerts,Yes,2,3,5,3,Yes,5,Immediately,38,Off-peak % discount,Quality trust,2
25-34,Woman,5-10k,3,34,0-1,Dinner 18-22,91.34,10.4,Asian-street,3,10.2,Omnivore,Seafood;Gluten,4,2,Yes,Mood-weather menu;Dynamic off-peak pricing;Reusable-pack rewards;Freshness alerts,No,1,4,3,3,Yes,5,Within 1 month,35,Free dessert add-on,Quality trust,3
25-34,Woman,20-35k,1,66,2-3,Breakfast 6-10,41.71,4.5,Indian;Asian-street,3,15.0,Omnivore,None,4,2,No,Freshness alerts;AI meal-builder;Dynamic off-peak pricing;Community impact badges;Mood-weather menu,Yes,5,3,4,3,No,7,After friends’ reviews,34,Off-peak % discount,Delivery speed,4
25-34,Man,10-20k,5,42,6+,Lunch 11-14,42.58,1.0,Healthy bowls;Desserts / Bakery,2,1.9,Low-carb,Gluten;Dairy,5,3,Yes,Mood-weather menu;Group cart & split pay;AI meal-builder,Yes,4,4,2,3,No,6,1-3 months,48,Off-peak % discount,Price,5
45-54,Man,10-20k,1,49,0-1,Lunch 11-14,51.01,6.3,Western-comfort;Asian-street;Arab,1,12.5,Omnivore,None,3,4,Maybe,Community impact badges;Dynamic off-peak pricing;AI meal-builder;Freshness alerts;Chef livestreams & AR plating guides,Yes,3,5,3,5,Yes,2,Immediately,50,Off-peak % discount,Quality trust,4
25-34,Woman,20-35k,2,34,2-3,Lunch 11-14;Snack 14-17,42.72,10.6,Healthy bowls,4,5.7,Omnivore,None;Gluten,3,5,No,Group cart & split pay;Freshness alerts;AI meal-builder;Community impact badges,Yes,3,4,4,5,No,10,Immediately,44,Off-peak % discount,Delivery speed,3
18-24,Woman,20-35k,5,5,0-1,Snack 14-17;Dinner 18-22;Lunch 11-14,65.17,0.0,Asian-street;Desserts / Bakery;Indian,1,14.4,Pescatarian,Gluten,3,1,Yes,Chef livestreams & AR plating guides;Group cart & split pay,No,3,5,4,4,Yes,9,Within 1 month,39,Off-peak % discount,Delivery speed,4
18-24,Man,5-10k,3,47,6+,Late night 22-02;Snack 14-17,45.32,16.7,Healthy bowls;Asian-street,2,4.6,Omnivore,None;Gluten,4,4,Maybe,Freshness alerts;Mood-weather menu;Community impact badges,No,3,5,4,3,No,5,Within 1 month,44,Free delivery,Quality trust,2
18-24,Woman,5-10k,3,74,0-1,Dinner 18-22;Late night 22-02;Lunch 11-14,53.68,1.2,Arab,4,6.2,Omnivore,Gluten;None,4,4,No,Dynamic off-peak pricing;Freshness alerts,No,5,5,2,4,Yes,6,Within 1 month,38,Free delivery,App ease,3
25-34,Woman,35k+,2,56,2-3,Lunch 11-14;Dinner 18-22,51.57,4.8,Healthy bowls;Desserts / Bakery,2,14.0,Vegan,None,4,2,Yes,Group cart & split pay;Mood-weather menu;Dynamic off-peak pricing;Freshness alerts;Community impact badges,Yes,4,4,4,5,Yes,8,Within 1 month,33,Off-peak % discount,Price,3
35-44,Woman,10-20k,4,20,2-3,Dinner 18-22,98.07,6.2,Asian-street;Desserts / Bakery,3,7.3,Omnivore,Seafood,2,2,No,Dynamic off-peak pricing;Group cart & split pay;Chef livestreams & AR plating guides,No,2,2,2,4,Yes,9,Immediately,30,Free dessert add-on,Delivery speed,4
45-54,Man,10-20k,4,5,0-1,Lunch 11-14,106.78,15.0,Arab,2,3.2,Omnivore,Gluten,5,4,Maybe,AI meal-builder;Freshness alerts,No,5,3,5,2,Yes,6,Immediately,27,Off-peak % discount,Quality trust,4
25-34,Woman,35k+,2,26,6+,Late night 22-02;Snack 14-17;Dinner 18-22,41.69,13.9,Arab;Indian,2,10.1,Omnivore,Nuts;None,3,2,Yes,Community impact badges;Freshness alerts;Mood-weather menu;Group cart & split pay;Reusable-pack rewards,Yes,5,5,3,3,Yes,7,Immediately,37,Free delivery,App ease,2
45-54,Woman,10-20k,8,39,4-5,Dinner 18-22,74.58,0.5,Healthy bowls,2,10.4,Vegetarian,None,5,2,No,Chef livestreams & AR plating guides;Group cart & split pay;Freshness alerts;Reusable-pack rewards,No,5,2,3,2,Yes,7,Immediately,46,Loyalty points,Delivery speed,3
25-34,Woman,10-20k,3,51,4-5,Dinner 18-22;Lunch 11-14;Snack 14-17,48.13,7.0,Western-comfort;Indian;Asian-street,3,6.8,Omnivore,None;Nuts,2,3,Maybe,Freshness alerts;Dynamic off-peak pricing;Group cart & split pay,Yes,5,3,2,4,Yes,3,1-3 months,42,Loyalty points,Packaging waste,3
25-34,Woman,<5k,3,31,2-3,Lunch 11-14;Dinner 18-22;Snack 14-17,41.48,3.5,Western-comfort;Indian;Asian-street,3,2.7,Omnivore,None;Dairy,2,1,No,AI meal-builder;Reusable-pack rewards;Chef livestreams & AR plating guides;Group cart & split pay,No,5,4,4,5,Yes,7,1-3 months,32,Off-peak % discount,Price,3
55+,Woman,35k+,1,5,2-3,Snack 14-17,74.09,7.1,Asian-street,3,10.3,High-protein,Soy,2,3,No,Group cart & split pay;Mood-weather menu;Chef livestreams & AR plating guides;Community impact badges,No,2,3,2,5,Yes,8,Immediately,48,Free delivery,Other,4
25-34,Man,10-20k,3,20,4-5,Lunch 11-14,98.56,19.3,Western-comfort;Asian-street;Desserts / Bakery,2,12.6,High-protein,None,5,3,Maybe,AI meal-builder;Dynamic off-peak pricing,Yes,3,2,3,4,Yes,9,Within 1 month,24,Loyalty points,Packaging waste,5
25-34,Woman,20-35k,1,12,4-5,Breakfast 6-10;Dinner 18-22;Lunch 11-14,58.27,11.8,Asian-street,4,7.5,Vegan,Nuts,4,3,Maybe,Chef livestreams & AR plating guides;AI meal-builder,No,4,4,3,5,No,2,Immediately,41,Off-peak % discount,Price,4
18-24,Non-binary,10-20k,5,5,6+,Breakfast 6-10;Lunch 11-14,47.53,7.5,Western-comfort;Healthy bowls,2,9.0,Omnivore,Dairy,5,4,Maybe,Community impact badges;AI meal-builder;Reusable-pack rewards;Dynamic off-peak pricing;Freshness alerts,Yes,2,3,3,3,Yes,6,Immediately,28,Off-peak % discount,Price,3
25-34,Man,20-35k,3,22,2-3,Dinner 18-22,95.33,7.5,Western-comfort,1,8.0,Vegetarian,None,4,5,No,Dynamic off-peak pricing;Freshness alerts;Mood-weather menu,Yes,4,4,4,5,No,3,Immediately,52,Loyalty points,Delivery speed,4
18-24,Man,20-35k,2,50,2-3,Dinner 18-22;Lunch 11-14;Breakfast 6-10,57.68,8.7,Desserts / Bakery;Western-comfort;Asian-street,4,3.7,Omnivore,None,3,3,Maybe,Mood-weather menu;Community impact badges,Yes,5,5,4,3,No,1,Immediately,40,Loyalty points,Delivery speed,2
45-54,Man,5-10k,1,31,2-3,Late night 22-02;Breakfast 6-10;Dinner 18-22,72.14,8.1,Western-comfort,3,6.9,Vegan,Nuts;Seafood,3,3,Maybe,Reusable-pack rewards;Group cart & split pay;Freshness alerts,Yes,5,4,1,4,Yes,7,Immediately,45,Free dessert add-on,Delivery speed,1
25-34,Man,35k+,5,75,4-5,Dinner 18-22,39.07,13.6,Western-comfort;Asian-street;Healthy bowls,3,9.4,Omnivore,None,4,4,No,Group cart & split pay;Mood-weather menu,No,5,4,1,3,No,4,Not interested,29,Off-peak % discount,Quality trust,3
35-44,Man,20-35k,7,39,2-3,Breakfast 6-10,75.78,6.1,Asian-street,2,8.2,Omnivore,None;Gluten,5,5,Yes,Reusable-pack rewards;Group cart & split pay,No,1,4,2,3,Yes,2,Within 1 month,50,Loyalty points,Quality trust,4
25-34,Man,5-10k,3,27,0-1,Breakfast 6-10,37.65,18.1,Western-comfort,1,9.1,Omnivore,Eggs,5,3,No,Mood-weather menu;Reusable-pack rewards;AI meal-builder,No,2,5,3,4,Yes,7,Immediately,41,Free delivery,Quality trust,4
25-34,Woman,20-35k,2,18,4-5,Breakfast 6-10;Late night 22-02;Lunch 11-14,52.89,8.7,Western-comfort;Asian-street;Indian,2,11.8,Omnivore,Gluten;None,2,5,Maybe,Mood-weather menu;Dynamic off-peak pricing;Reusable-pack rewards,No,3,5,3,2,Yes,8,Immediately,41,Free dessert add-on,App ease,3
25-34,Woman,5-10k,3,5,2-3,Breakfast 6-10;Dinner 18-22;Lunch 11-14,61.51,5.6,Western-comfort;Healthy bowls;Asian-street,2,2.4,Omnivore,None;Soy,4,3,Yes,Dynamic off-peak pricing;Freshness alerts;Community impact badges,No,3,3,2,4,No,7,Within 1 month,31,Free dessert add-on,Price,2
25-34,Non-binary,5-10k,5,38,2-3,Dinner 18-22;Snack 14-17;Lunch 11-14,61.23,15.9,Indian,1,1.0,Omnivore,None,3,3,No,Community impact badges;Freshness alerts;Chef livestreams & AR plating guides,Yes,4,5,4,3,Yes,5,Within 1 month,38,Loyalty points,Delivery speed,4
18-24,Man,20-35k,6,34,2-3,Snack 14-17,67.52,9.8,Desserts / Bakery,3,4.9,Vegetarian,None;Nuts,4,2,Maybe,Community impact badges;Mood-weather menu;AI meal-builder,Yes,3,5,5,3,Yes,5,Immediately,33,Off-peak % discount,Packaging waste,3
25-34,Man,10-20k,3,31,2-3,Dinner 18-22,87.88,11.4,Asian-street;Healthy bowls;Indian,3,12.4,Omnivore,None,4,4,Maybe,Reusable-pack rewards;Dynamic off-peak pricing;AI meal-builder;Mood-weather menu,No,3,3,2,5,Yes,6,Immediately,46,Free delivery,Price,5
35-44,Man,10-20k,1,20,0-1,Dinner 18-22;Lunch 11-14,72.44,13.4,Asian-street;Western-comfort,2,9.8,Omnivore,Nuts,3,3,Yes,AI meal-builder;Dynamic off-peak pricing;Freshness alerts;Mood-weather menu;Reusable-pack rewards,No,4,2,4,5,Yes,6,1-3 months,49,Free dessert add-on,Quality trust,4
25-34,Man,5-10k,3,41,0-1,Lunch 11-14,86.0,12.4,Asian-street;Western-comfort,2,8.9,Pescatarian,Dairy,2,3,Maybe,Chef livestreams & AR plating guides;Reusable-pack rewards;AI meal-builder,Yes,2,4,2,4,Yes,8,Not interested,48,Loyalty points,Price,5
25-34,Woman,10-20k,6,22,2-3,Lunch 11-14,72.92,12.0,Desserts / Bakery;Western-comfort;Indian,1,6.0,High-protein,None,4,5,Maybe,Group cart & split pay;Freshness alerts,No,3,4,2,2,Yes,10,Immediately,20,Free dessert add-on,Delivery speed,3
25-34,Man,20-35k,1,32,4-5,Lunch 11-14;Snack 14-17;Dinner 18-22,56.69,10.2,Western-comfort;Desserts / Bakery,2,5.8,Omnivore,Soy;None,5,4,Yes,Group cart & split pay;Freshness alerts,Yes,5,3,2,4,Yes,4,Immediately,44,Free dessert add-on,Packaging waste,4
25-34,Woman,20-35k,2,5,2-3,Dinner 18-22;Breakfast 6-10;Snack 14-17,63.46,3.3,Western-comfort,1,9.0,Pescatarian,None;Nuts,4,4,Yes,Group cart & split pay;Chef livestreams & AR plating guides,Yes,5,4,3,5,Yes,5,Within 1 month,42,Free dessert add-on,Other,4
18-24,Prefer not to say,<5k,2,36,2-3,Snack 14-17;Lunch 11-14,76.08,0.0,Desserts / Bakery,2,3.5,Omnivore,None,3,4,No,Freshness alerts;Mood-weather menu,No,4,5,4,3,Yes,9,After friends’ reviews,44,Loyalty points,App ease,4
45-54,Man,<5k,5,48,2-3,Dinner 18-22;Lunch 11-14;Snack 14-17,55.13,7.8,Western-comfort;Desserts / Bakery;Healthy bowls,3,5.7,Omnivore,Soy;None,4,3,Yes,Reusable-pack rewards;Mood-weather menu;Dynamic off-peak pricing,Yes,3,5,5,3,Yes,6,Within 1 month,34,Free delivery,Packaging waste,3
18-24,Man,10-20k,2,54,6+,Lunch 11-14;Dinner 18-22,69.12,5.2,Asian-street;Western-comfort;Indian,3,6.3,Omnivore,Dairy;None,3,4,Yes,Group cart & split pay;Community impact badges;Freshness alerts,No,3,4,2,5,Yes,3,Within 1 month,43,Free delivery,Quality trust,4
18-24,Woman,5-10k,6,57,2-3,Dinner 18-22;Lunch 11-14,51.7,12.4,Arab,1,10.9,Omnivore,None;Nuts,1,4,Maybe,Chef livestreams & AR plating guides;Mood-weather menu;Freshness alerts,Yes,3,3,3,4,No,5,1-3 months,37,Off-peak % discount,Quality trust,4
55+,Man,20-35k,5,32,0-1,Snack 14-17;Lunch 11-14,47.84,9.9,Indian,4,8.2,Vegetarian,None;Dairy,4,3,No,Chef livestreams & AR plating guides;Mood-weather menu;Reusable-pack rewards;Dynamic off-peak pricing,Yes,2,3,4,4,Yes,6,1-3 months,46,Free delivery,App ease,4
25-34,Man,35k+,1,21,0-1,Lunch 11-14;Snack 14-17,74.64,7.6,Indian;Western-comfort;Asian-street,2,8.2,Omnivore,None;Gluten,2,3,Maybe,Mood-weather menu;AI meal-builder;Freshness alerts,No,4,3,4,3,Yes,1,After friends’ reviews,39,Loyalty points,Packaging waste,4
25-34,Man,10-20k,5,9,2-3,Dinner 18-22;Lunch 11-14,47.15,4.7,Arab,4,8.4,Omnivore,None;Gluten,4,5,Maybe,Dynamic off-peak pricing;Group cart & split pay;Chef livestreams & AR plating guides;AI meal-builder;Freshness alerts,Yes,5,4,2,4,Yes,7,Not interested,22,Free delivery,Price,2
25-34,Non-binary,<5k,3,19,2-3,Snack 14-17,35.88,11.0,Indian;Western-comfort;Desserts / Bakery,2,7.9,Omnivore,None,5,5,Maybe,Freshness alerts;Chef livestreams & AR plating guides;Mood-weather menu;Reusable-pack rewards;AI meal-builder,Yes,4,4,4,3,No,8,Immediately,36,Off-peak % discount,Price,4
18-24,Man,35k+,4,63,0-1,Lunch 11-14;Snack 14-17;Late night 22-02,57.11,20.6,Western-comfort;Desserts / Bakery;Arab,2,7.3,Omnivore,None;Dairy,3,3,No,Mood-weather menu;Dynamic off-peak pricing;Reusable-pack rewards;Group cart & split pay;Chef livestreams & AR plating guides,Yes,3,5,3,4,Yes,6,Within 1 month,30,Free delivery,Other,2
25-34,Man,20-35k,3,41,4-5,Dinner 18-22;Breakfast 6-10,38.47,5.7,Healthy bowls;Indian,2,7.0,Omnivore,Dairy,1,4,No,Reusable-pack rewards;Dynamic off-peak pricing;AI meal-builder;Group cart & split pay,Yes,4,4,2,4,Yes,8,1-3 months,41,Off-peak % discount,Price,4
18-24,Man,<5k,5,39,2-3,Lunch 11-14;Dinner 18-22;Snack 14-17,72.69,9.0,Desserts / Bakery;Arab;Indian,3,7.6,Vegetarian,Dairy,5,4,Maybe,Mood-weather menu;Community impact badges;Group cart & split pay,No,4,3,3,3,Yes,3,Immediately,36,Free delivery,Price,5
18-24,Man,5-10k,4,21,6+,Dinner 18-22;Snack 14-17;Lunch 11-14,68.07,1.1,Healthy bowls;Arab;Asian-street,2,14.0,Omnivore,None;Dairy,5,5,Yes,AI meal-builder;Mood-weather menu;Freshness alerts;Community impact badges;Chef livestreams & AR plating guides,Yes,3,3,3,3,Yes,7,Immediately,28,Off-peak % discount,Price,2
25-34,Woman,10-20k,7,5,2-3,Lunch 11-14;Dinner 18-22;Breakfast 6-10,56.4,0.0,Arab,2,5.6,Omnivore,None;Nuts,3,3,No,AI meal-builder;Dynamic off-peak pricing;Community impact badges;Freshness alerts,No,4,1,4,3,Yes,4,Immediately,42,Free delivery,Other,3
25-34,Woman,35k+,6,48,2-3,Late night 22-02;Breakfast 6-10,86.99,3.4,Arab,3,8.4,Omnivore,Soy;None,5,5,Maybe,Dynamic off-peak pricing;AI meal-builder;Chef livestreams & AR plating guides;Reusable-pack rewards;Mood-weather menu,Yes,5,3,2,4,Yes,9,Within 1 month,40,Off-peak % discount,Other,4
18-24,Prefer not to say,10-20k,2,28,4-5,Dinner 18-22;Lunch 11-14,33.48,0.0,Desserts / Bakery;Indian;Healthy bowls,3,4.5,Omnivore,None;Gluten,3,4,Maybe,Dynamic off-peak pricing;Reusable-pack rewards,Yes,1,4,2,4,Yes,5,Immediately,53,Free dessert add-on,Quality trust,3
35-44,Man,10-20k,1,49,0-1,Dinner 18-22;Snack 14-17;Late night 22-02,24.04,12.2,Indian,3,7.8,Omnivore,Eggs,4,1,Maybe,AI meal-builder;Group cart & split pay;Chef livestreams & AR plating guides;Dynamic off-peak pricing;Mood-weather menu,No,3,4,3,3,No,6,Within 1 month,55,Free delivery,App ease,4
35-44,Man,10-20k,4,48,0-1,Late night 22-02;Breakfast 6-10,34.95,7.2,Indian;Arab,2,11.2,Vegetarian,None;Seafood,3,4,Yes,Group cart & split pay;Community impact badges;Dynamic off-peak pricing;AI meal-builder,No,3,4,5,3,Yes,7,Within 1 month,32,Free delivery,App ease,3
35-44,Woman,5-10k,3,14,4-5,Breakfast 6-10;Lunch 11-14;Late night 22-02,39.93,7.8,Indian;Desserts / Bakery,2,9.7,Omnivore,Soy;None,4,3,Yes,Community impact badges;Freshness alerts,Yes,3,5,3,2,Yes,10,Immediately,39,Loyalty points,App ease,4
35-44,Woman,10-20k,3,58,4-5,Lunch 11-14,31.39,0.0,Asian-street,4,7.9,Omnivore,None;Seafood,3,3,Yes,Dynamic off-peak pricing;AI meal-builder,No,3,3,3,3,Yes,3,Immediately,44,Free dessert add-on,Delivery speed,4
25-34,Man,20-35k,3,36,4-5,Lunch 11-14;Dinner 18-22,72.7,6.8,Indian,3,8.5,Pescatarian,None;Dairy,4,2,No,Group cart & split pay;AI meal-builder;Dynamic off-peak pricing;Mood-weather menu;Chef livestreams & AR plating guides,No,4,4,3,3,Yes,4,1-3 months,38,Loyalty points,Delivery speed,3
35-44,Non-binary,5-10k,1,75,0-1,Lunch 11-14;Dinner 18-22;Breakfast 6-10,25.8,11.4,Western-comfort,1,10.0,Omnivore,None,3,3,Yes,Dynamic off-peak pricing;Reusable-pack rewards,No,4,4,3,2,Yes,5,Not interested,44,Free delivery,App ease,5
45-54,Woman,10-20k,4,5,2-3,Lunch 11-14,51.38,9.2,Healthy bowls;Arab;Indian,3,7.9,Vegetarian,Seafood;None,3,3,Maybe,Chef livestreams & AR plating guides;Community impact badges;Mood-weather menu;Dynamic off-peak pricing,Yes,3,5,3,3,Yes,7,1-3 months,31,Off-peak % discount,Delivery speed,3
